Order_ID,Order_Date,Product_Name,Category,Sub_Category,Price,Quantity,Discount,Revenue,Customer_Rating,City,State,Payment_Method,Delivery_Time_Min,Customer_Type,Year,Month,Month_Name,Quarter,Day_of_Week,Week_Number,Discount_Amount,Gross_Amount,Is_Weekend
BLK109454,2024-07-04,Farm Fresh Eggs (12pcs),Meat & Seafood,Eggs,116.37,2,0.08,188.43,3.0,Noida,Uttar Pradesh,Upi,39,New,2024,7,Jul,Q3,Thursday,27,18.62,232.74,Weekday
BLK109455,2024-08-30,Fortune Sunflower Oil (1L),Staples,Oils & Ghee,147.98,2,0.11,242.33,4.0,Hyderabad,Telangana,Blinkit Wallet,24,Regular,2024,8,Aug,Q3,Friday,35,32.56,295.96,Weekday
BLK109456,2024-03-04,Mother Dairy Curd (400g),Dairy & Breakfast,Milk & Curd,71.48,6,0.04,329.38,4.0,Bengaluru,Karnataka,Credit Card,25,Regular,2024,3,Mar,Q1,Monday,10,17.16,428.88,Weekday
BLK109457,2023-06-29,Huggies Ultra Soft NB (24pcs),Baby Care,Diapers,633.05,3,0.03,1565.85,4.0,Mumbai,Maharashtra,Upi,17,Regular,2023,6,Jun,Q2,Thursday,26,56.97,1899.15,Weekday
BLK109458,2023-03-25,Hide & Seek (150g),Snacks & Munchies,Cookies & Biscuits,81.14,1,0.09,59.07,5.0,Jaipur,Rajasthan,Upi,15,Regular,2023,3,Mar,Q1,Saturday,12,7.3,81.14,Weekend
BLK109459,2023-01-30,Coca Cola 500ml,Beverages,Cold Drinks,34.36,2,0.16,43.29,5.0,Indore,Madhya Pradesh,Upi,43,Premium,2023,1,Jan,Q1,Monday,5,11.0,68.72,Weekday
BLK109460,2023-10-24,Real Mango Juice (1L),Beverages,Juices,55.45,2,0.12,107.35,2.0,Pune,Maharashtra,Credit Card,40,Regular,2023,10,Oct,Q4,Tuesday,43,13.31,110.9,Weekday
BLK109461,2024-08-23,Good Day Cashew (150g),Snacks & Munchies,Cookies & Biscuits,15.14,3,0.08,38.44,2.0,Lucknow,Uttar Pradesh,Debit Card,20,New,2024,8,Aug,Q3,Friday,34,3.63,45.42,Weekday
BLK109462,2023-08-27,Amul Corn Pizza (200g),Frozen Foods,Frozen Snacks,270.83,1,0.2,199.33,4.0,Bengaluru,Karnataka,Debit Card,21,Premium,2023,8,Aug,Q3,Sunday,34,54.17,270.83,Weekend
BLK109463,2024-06-28,Mangoes (1kg),Fruits & Vegetables,Fresh Fruits,29.14,3,0.09,67.62,4.0,Chennai,Tamil Nadu,Upi,19,Regular,2024,6,Jun,Q2,Friday,26,7.87,87.42,Weekday
BLK109464,2023-08-31,Appy Fizz (250ml),Beverages,Water & Soda,24.02,1,0.1,19.89,4.0,Mumbai,Maharashtra,Cash On Delivery,14,New,2023,8,Aug,Q3,Thursday,35,2.4,24.02,Weekday
BLK109465,2023-07-12,Mangoes (1kg),Fruits & Vegetables,Fresh Fruits,34.95,2,0.09,55.98,5.0,Surat,Gujarat,Blinkit Wallet,37,Regular,2023,7,Jul,Q3,Wednesday,28,6.29,69.9,Weekday
BLK109466,2024-07-20,Parle-G (250g),Snacks & Munchies,Cookies & Biscuits,23.85,2,0.24,31.9,5.0,Surat,Gujarat,Upi,25,Premium,2024,7,Jul,Q3,Saturday,29,11.45,47.7,Weekend
BLK109467,2024-08-11,Naturals Sitaphal (500g),Frozen Foods,Ice Cream,367.98,1,0.09,308.07,5.0,Chennai,Tamil Nadu,Upi,19,New,2024,8,Aug,Q3,Sunday,32,33.12,367.98,Weekend
BLK109468,2024-08-30,Apples (1kg),Fruits & Vegetables,Fresh Fruits,59.87,3,0.05,156.98,5.0,Lucknow,Uttar Pradesh,Debit Card,18,Regular,2024,8,Aug,Q3,Friday,35,8.98,179.61,Weekday
BLK109469,2024-05-04,Schweppes Tonic (300ml),Beverages,Water & Soda,53.45,1,0.04,46.18,4.0,Chennai,Tamil Nadu,Upi,15,Regular,2024,5,May,Q2,Saturday,18,2.14,53.45,Weekend
BLK109470,2023-07-28,Lay's Masal Munch (73g),Snacks & Munchies,Namkeen,113.62,2,0.0,191.97,2.0,Hyderabad,Telangana,Upi,15,Regular,2023,7,Jul,Q3,Friday,30,0.0,227.24,Weekday
BLK109471,2024-10-25,Mother Dairy Curd (400g),Dairy & Breakfast,Milk & Curd,36.43,2,0.11,71.33,5.0,Pune,Maharashtra,Debit Card,23,Regular,2024,10,Oct,Q4,Friday,43,8.01,72.86,Weekday
BLK109472,2024-04-30,Pampers S Diapers (20pcs),Baby Care,Diapers,670.47,2,0.03,1105.61,5.0,Lucknow,Uttar Pradesh,Credit Card,39,Regular,2024,4,Apr,Q2,Tuesday,18,40.23,1340.94,Weekday
BLK109473,2023-05-15,Naturals Paneer (200g),Dairy & Breakfast,Butter & Cheese,104.59,1,0.08,86.6,5.0,Chennai,Tamil Nadu,Credit Card,22,New,2023,5,May,Q2,Monday,20,8.37,104.59,Weekday
BLK109474,2024-05-10,Fortune Sunflower Oil (1L),Staples,Oils & Ghee,660.17,2,0.0,1164.54,4.0,Pune,Maharashtra,Upi,28,Regular,2024,5,May,Q2,Friday,19,0.0,1320.34,Weekday
BLK109475,2023-02-25,Prawns Medium (250g),Meat & Seafood,Fish & Seafood,447.71,5,0.01,1551.32,3.0,Surat,Gujarat,Cash On Delivery,29,Regular,2023,2,Feb,Q1,Saturday,8,22.39,2238.55,Weekend
BLK109476,2024-05-01,Kwality Walls Mango Bar (2pcs),Frozen Foods,Ice Cream,220.91,4,0.06,747.56,5.0,Ahmedabad,Gujarat,Upi,28,New,2024,5,May,Q2,Wednesday,18,53.02,883.64,Weekday
BLK109477,2024-05-30,Omega-3 Eggs (6pcs),Meat & Seafood,Eggs,36.9,1,0.13,28.89,5.0,Jaipur,Rajasthan,Credit Card,41,Regular,2024,5,May,Q2,Thursday,22,4.8,36.9,Weekday
BLK109478,2024-11-12,Prawns Medium (250g),Meat & Seafood,Fish & Seafood,414.86,2,0.1,896.1,5.0,Ahmedabad,Gujarat,Credit Card,31,Regular,2024,11,Nov,Q4,Tuesday,46,82.97,829.72,Weekday
BLK109479,2024-05-06,WaterWipes Baby Wipes (60pcs),Baby Care,Baby Hygiene,351.37,1,0.11,281.45,5.0,Mumbai,Maharashtra,Upi,19,Regular,2024,5,May,Q2,Monday,19,38.65,351.37,Weekday
BLK109480,2023-10-20,Minute Maid Guava (400ml),Beverages,Juices,122.96,2,0.08,248.87,3.0,Mumbai,Maharashtra,Upi,22,Premium,2023,10,Oct,Q4,Friday,42,19.67,245.92,Weekday
BLK109481,2024-02-21,Johnson's Baby Powder (200g),Baby Care,Baby Hygiene,115.34,2,0.11,143.71,3.0,Pune,Maharashtra,Debit Card,30,Premium,2024,2,Feb,Q1,Wednesday,8,25.37,230.68,Weekday
BLK109482,2024-01-11,Head & Shoulders Shampoo (340ml),Personal Care,Hair Care,396.43,2,0.15,505.45,3.0,Kolkata,West Bengal,Upi,18,Premium,2024,1,Jan,Q1,Thursday,2,118.93,792.86,Weekday
BLK109483,2024-08-18,Amul Corn Pizza (200g),Frozen Foods,Frozen Snacks,226.49,1,0.01,206.29,3.0,Kolkata,West Bengal,Credit Card,19,Regular,2024,8,Aug,Q3,Sunday,33,2.26,226.49,Weekend
BLK109484,2024-08-29,Disposable Plates (25pcs),Household,Kitchen Essentials,66.78,2,0.19,99.53,4.0,Indore,Madhya Pradesh,Blinkit Wallet,26,Premium,2024,8,Aug,Q3,Thursday,35,25.38,133.56,Weekday
BLK109485,2024-03-25,Mountain Dew 600ml,Beverages,Cold Drinks,46.21,2,0.1,66.54,3.0,Bengaluru,Karnataka,Debit Card,15,New,2024,3,Mar,Q1,Monday,13,9.24,92.42,Weekday
BLK109486,2023-11-03,Moong Dal (500g),Staples,Rice & Dal,157.0,3,0.13,491.72,5.0,Chennai,Tamil Nadu,Upi,26,Regular,2023,11,Nov,Q4,Friday,44,61.23,471.0,Weekday
BLK109487,2024-07-24,Omega-3 Eggs (6pcs),Meat & Seafood,Eggs,78.68,1,0.08,63.7,5.0,Jaipur,Rajasthan,Debit Card,45,Regular,2024,7,Jul,Q3,Wednesday,30,6.29,78.68,Weekday
BLK109488,2023-10-04,Moong Dal (500g),Staples,Rice & Dal,253.32,2,0.04,535.01,4.0,Gurugram,Haryana,Cash On Delivery,37,New,2023,10,Oct,Q4,Wednesday,40,20.27,506.64,Weekday
BLK109489,2024-12-18,Lay's Masal Munch (73g),Snacks & Munchies,Namkeen,64.89,1,0.08,68.65,1.0,Gurugram,Haryana,Upi,37,New,2024,12,Dec,Q4,Wednesday,51,5.19,64.89,Weekday
BLK109490,2024-12-03,Kwality Walls Mango Bar (2pcs),Frozen Foods,Ice Cream,374.31,4,0.07,1601.3,5.0,Delhi,Delhi,Cash On Delivery,23,Regular,2024,12,Dec,Q4,Tuesday,49,104.81,1497.24,Weekday
BLK109491,2024-07-16,Moong Dal (500g),Staples,Rice & Dal,329.88,1,0.02,284.49,4.0,Mumbai,Maharashtra,Upi,22,Regular,2024,7,Jul,Q3,Tuesday,29,6.6,329.88,Weekday
BLK109492,2024-10-06,Apples (1kg),Fruits & Vegetables,Fresh Fruits,89.06,2,0.17,162.62,5.0,Surat,Gujarat,Upi,34,Premium,2024,10,Oct,Q4,Sunday,40,30.28,178.12,Weekend
BLK109493,2023-02-20,Farm Eggs (6pcs),Dairy & Breakfast,Bread & Eggs,22.51,4,0.14,54.2,3.0,Mumbai,Maharashtra,Blinkit Wallet,17,Premium,2023,2,Feb,Q1,Monday,8,12.61,90.04,Weekday
BLK109494,2023-11-12,Avocado (2pcs),Fruits & Vegetables,Exotic Produce,141.56,2,0.01,336.35,2.0,Mumbai,Maharashtra,Upi,22,New,2023,11,Nov,Q4,Sunday,45,2.83,283.12,Weekend
BLK109495,2023-06-03,Nivea Body Lotion (200ml),Personal Care,Skin Care,263.09,1,0.13,194.56,1.0,Gurugram,Haryana,Debit Card,36,Premium,2023,6,Jun,Q2,Saturday,22,34.2,263.09,Weekend
BLK109496,2023-01-21,Amul Corn Pizza (200g),Frozen Foods,Frozen Snacks,111.36,4,0.01,330.74,4.0,Kolkata,West Bengal,Credit Card,19,New,2023,1,Jan,Q1,Saturday,3,4.45,445.44,Weekend
BLK109497,2024-09-08,Naturals Sitaphal (500g),Frozen Foods,Ice Cream,148.23,4,0.24,428.09,2.0,Bengaluru,Karnataka,Upi,18,Premium,2024,9,Sep,Q3,Sunday,36,142.3,592.92,Weekend
BLK109498,2023-06-26,Nan Pro Infant Formula,Baby Care,Baby Food,139.74,1,0.21,93.84,4.0,Bengaluru,Karnataka,Credit Card,27,Premium,2023,6,Jun,Q2,Monday,26,29.35,139.74,Weekday
BLK109499,2023-01-04,Amul Butter (100g),Dairy & Breakfast,Butter & Cheese,146.12,1,0.23,84.38,5.0,Delhi,Delhi,Credit Card,22,Premium,2023,1,Jan,Q1,Wednesday,1,33.61,146.12,Weekday
BLK109500,2023-11-03,Tomatoes (1kg),Fruits & Vegetables,Fresh Vegetables,79.39,1,0.08,87.65,3.0,Lucknow,Uttar Pradesh,Credit Card,31,Regular,2023,11,Nov,Q4,Friday,44,6.35,79.39,Weekday
BLK109501,2024-01-17,Amul Milk (1L),Dairy & Breakfast,Milk & Curd,96.72,1,0.03,70.36,2.0,Jaipur,Rajasthan,Upi,29,Regular,2024,1,Jan,Q1,Wednesday,3,2.9,96.72,Weekday
BLK109502,2024-06-03,Amul Butter (100g),Dairy & Breakfast,Butter & Cheese,98.06,3,0.08,230.05,4.0,Indore,Madhya Pradesh,Debit Card,16,Regular,2024,6,Jun,Q2,Monday,23,23.53,294.18,Weekday
BLK109503,2024-02-17,Fresh Chicken Curry Cut (500g),Meat & Seafood,Chicken,172.8,3,0.01,359.25,5.0,Kolkata,West Bengal,Upi,19,Regular,2024,2,Feb,Q1,Saturday,7,5.18,518.4,Weekend
BLK109504,2024-04-21,Bikaji Bhujia (200g),Snacks & Munchies,Namkeen,82.84,1,0.1,63.37,3.0,Chennai,Tamil Nadu,Upi,9,Regular,2024,4,Apr,Q2,Sunday,16,8.28,82.84,Weekend
BLK109505,2023-07-12,Himalaya Baby Soap,Baby Care,Baby Hygiene,247.76,3,0.08,601.76,5.0,Gurugram,Haryana,Upi,40,Regular,2023,7,Jul,Q3,Wednesday,28,59.46,743.28,Weekday
BLK109506,2024-12-24,Aashirvaad Atta (5kg),Staples,Atta & Flour,254.14,1,0.07,271.8,2.0,Noida,Uttar Pradesh,Upi,44,Regular,2024,12,Dec,Q4,Tuesday,52,17.79,254.14,Weekday
BLK109507,2023-05-17,Naturals Paneer (200g),Dairy & Breakfast,Butter & Cheese,137.38,1,0.08,113.75,4.0,Lucknow,Uttar Pradesh,Cash On Delivery,22,Regular,2023,5,May,Q2,Wednesday,20,10.99,137.38,Weekday
BLK109508,2023-05-28,Omega-3 Eggs (6pcs),Meat & Seafood,Eggs,83.12,1,0.16,62.84,3.0,Ahmedabad,Gujarat,Debit Card,40,Premium,2023,5,May,Q2,Sunday,21,13.3,83.12,Weekend
BLK109509,2023-05-08,Oreo Original (120g),Snacks & Munchies,Cookies & Biscuits,77.27,2,0.13,121.0,3.0,Delhi,Delhi,Blinkit Wallet,25,Regular,2023,5,May,Q2,Monday,19,20.09,154.54,Weekday
BLK109510,2024-02-01,Broccoli (500g),Fruits & Vegetables,Exotic Produce,146.29,1,0.09,93.19,5.0,Noida,Uttar Pradesh,Credit Card,25,Regular,2024,2,Feb,Q1,Thursday,5,13.17,146.29,Weekday
BLK109511,2023-10-18,Britannia Cheese Spread,Dairy & Breakfast,Butter & Cheese,87.71,2,0.02,189.1,5.0,Delhi,Delhi,Blinkit Wallet,10,Regular,2023,10,Oct,Q4,Wednesday,42,3.51,175.42,Weekday
BLK109512,2024-02-08,Nivea Body Lotion (200ml),Personal Care,Skin Care,400.48,1,0.12,246.7,5.0,Gurugram,Haryana,Debit Card,27,Regular,2024,2,Feb,Q1,Thursday,6,48.06,400.48,Weekday
BLK109513,2023-03-22,Cherry Tomatoes (250g),Fruits & Vegetables,Exotic Produce,305.98,1,0.08,225.2,4.0,Noida,Uttar Pradesh,Upi,27,Regular,2023,3,Mar,Q1,Wednesday,12,24.48,305.98,Weekday
BLK109514,2024-07-03,Nan Pro Infant Formula,Baby Care,Baby Food,498.99,1,0.0,439.11,1.0,Noida,Uttar Pradesh,Debit Card,30,New,2024,7,Jul,Q3,Wednesday,27,0.0,498.99,Weekday
BLK109515,2024-11-19,Moong Dal (500g),Staples,Rice & Dal,242.92,5,0.11,1297.19,4.0,Indore,Madhya Pradesh,Upi,37,Regular,2024,11,Nov,Q4,Tuesday,47,133.61,1214.6,Weekday
BLK109516,2023-08-31,Lizol Floor Cleaner (500ml),Household,Cleaning Supplies,50.96,4,0.13,163.15,4.0,Ahmedabad,Gujarat,Upi,35,Regular,2023,8,Aug,Q3,Thursday,35,26.5,203.84,Weekday
BLK109517,2024-11-04,Scotch-Brite Scrubber,Household,Cleaning Supplies,183.47,1,0.01,217.96,4.0,Hyderabad,Telangana,Credit Card,27,Regular,2024,11,Nov,Q4,Monday,45,1.83,183.47,Weekday
BLK109518,2024-02-26,Colin Glass Cleaner (500ml),Household,Cleaning Supplies,149.26,3,0.02,307.18,4.0,Noida,Uttar Pradesh,Upi,36,New,2024,2,Feb,Q1,Monday,9,8.96,447.78,Weekday
BLK109519,2023-11-13,Potatoes (1kg),Fruits & Vegetables,Fresh Vegetables,35.49,4,0.07,158.43,4.0,Kolkata,West Bengal,Debit Card,27,New,2023,11,Nov,Q4,Monday,46,9.94,141.96,Weekday
BLK109520,2023-12-02,Daawat Extra Long (1kg),Staples,Rice & Dal,54.49,3,0.1,169.19,4.0,Pune,Maharashtra,Debit Card,42,New,2023,12,Dec,Q4,Saturday,48,16.35,163.47,Weekend
BLK109521,2024-09-06,Baskin Robbins Choco (500ml),Frozen Foods,Ice Cream,244.9,1,0.11,207.06,4.0,Gurugram,Haryana,Cash On Delivery,43,Premium,2024,9,Sep,Q3,Friday,36,26.94,244.9,Weekday
BLK109522,2024-12-19,Glad Zip Bags (25pcs),Household,Kitchen Essentials,141.76,2,0.09,296.7,3.0,Jaipur,Rajasthan,Credit Card,24,New,2024,12,Dec,Q4,Thursday,51,25.52,283.52,Weekday
BLK109523,2023-10-28,Tropicana Orange (1L),Beverages,Juices,91.84,1,0.07,93.95,4.0,Surat,Gujarat,Debit Card,31,New,2023,10,Oct,Q4,Saturday,43,6.43,91.84,Weekend
BLK109524,2023-11-17,Besan Flour (500g),Staples,Atta & Flour,92.77,2,0.11,198.16,4.0,Lucknow,Uttar Pradesh,Cash On Delivery,43,Premium,2023,11,Nov,Q4,Friday,46,20.41,185.54,Weekday
BLK109525,2024-01-21,Nivea Body Lotion (200ml),Personal Care,Skin Care,475.08,1,0.05,338.49,1.0,Jaipur,Rajasthan,Credit Card,24,New,2024,1,Jan,Q1,Sunday,3,23.75,475.08,Weekend
BLK109526,2023-04-08,Fortune Toor Dal (500g),Staples,Rice & Dal,62.3,5,0.0,259.48,5.0,Lucknow,Uttar Pradesh,Upi,39,Regular,2023,4,Apr,Q2,Saturday,14,0.0,311.5,Weekend
BLK109527,2024-03-21,Too Yumm Multigrain (50g),Snacks & Munchies,Namkeen,158.66,2,0.03,246.24,5.0,Surat,Gujarat,Upi,38,New,2024,3,Mar,Q1,Thursday,12,9.52,317.32,Weekday
BLK109528,2023-04-29,Figaro Olive Oil (500ml),Staples,Oils & Ghee,493.71,2,0.11,746.98,2.0,Gurugram,Haryana,Blinkit Wallet,33,Regular,2023,4,Apr,Q2,Saturday,17,108.62,987.42,Weekend
BLK109529,2024-11-23,Dressed Chicken Whole (1kg),Meat & Seafood,Chicken,230.06,1,0.2,220.86,5.0,Surat,Gujarat,Upi,45,Premium,2024,11,Nov,Q4,Saturday,47,46.01,230.06,Weekend
BLK109530,2023-05-25,Amul Buttermilk (200ml),Dairy & Breakfast,Milk & Curd,64.21,2,0.02,113.27,5.0,Bengaluru,Karnataka,Debit Card,29,Regular,2023,5,May,Q2,Thursday,21,2.57,128.42,Weekday
BLK109531,2024-08-15,Colin Glass Cleaner (500ml),Household,Cleaning Supplies,222.2,4,0.01,809.52,4.0,Ahmedabad,Gujarat,Credit Card,32,Regular,2024,8,Aug,Q3,Thursday,33,8.89,888.8,Weekday
BLK109532,2024-01-08,Besan Flour (500g),Staples,Atta & Flour,237.25,1,0.01,176.16,3.0,Lucknow,Uttar Pradesh,Debit Card,19,Regular,2024,1,Jan,Q1,Monday,2,2.37,237.25,Weekday
BLK109533,2023-05-04,Pringles Original (107g),Snacks & Munchies,Chips & Crisps,148.21,1,0.05,126.72,3.0,Gurugram,Haryana,Upi,43,Regular,2023,5,May,Q2,Thursday,18,7.41,148.21,Weekday
BLK109534,2024-08-19,Tomatoes (1kg),Fruits & Vegetables,Fresh Vegetables,21.78,2,0.0,40.08,3.0,Lucknow,Uttar Pradesh,Blinkit Wallet,35,Regular,2024,8,Aug,Q3,Monday,34,0.0,43.56,Weekday
BLK109535,2023-11-07,Harvest Gold White Bread,Dairy & Breakfast,Bread & Eggs,90.81,1,0.03,105.7,4.0,Ahmedabad,Gujarat,Upi,42,New,2023,11,Nov,Q4,Tuesday,45,2.72,90.81,Weekday
BLK109536,2024-02-02,Amul Cheese Slices (200g),Dairy & Breakfast,Butter & Cheese,191.58,1,0.0,134.11,4.0,Noida,Uttar Pradesh,Blinkit Wallet,28,Regular,2024,2,Feb,Q1,Friday,5,0.0,191.58,Weekday
BLK109537,2023-01-27,Hide & Seek (150g),Snacks & Munchies,Cookies & Biscuits,29.94,2,0.09,40.87,4.0,Delhi,Delhi,Credit Card,23,New,2023,1,Jan,Q1,Friday,4,5.39,59.88,Weekday
BLK109538,2023-06-18,Dove Soap (100g),Personal Care,Skin Care,438.05,5,0.08,1712.78,3.0,Indore,Madhya Pradesh,Debit Card,25,New,2023,6,Jun,Q2,Sunday,24,175.22,2190.25,Weekend
BLK109539,2024-07-16,Brown Eggs (6pcs),Meat & Seafood,Eggs,60.69,1,0.01,52.87,5.0,Jaipur,Rajasthan,Cash On Delivery,16,Regular,2024,7,Jul,Q3,Tuesday,29,0.61,60.69,Weekday
BLK109540,2023-05-20,Moong Dal (500g),Staples,Rice & Dal,260.04,2,0.0,407.22,5.0,Noida,Uttar Pradesh,Upi,32,Regular,2023,5,May,Q2,Saturday,20,0.0,520.08,Weekend
BLK109541,2023-08-24,Farm Fresh Eggs (12pcs),Meat & Seafood,Eggs,105.83,1,0.02,95.42,5.0,Jaipur,Rajasthan,Upi,24,New,2023,8,Aug,Q3,Thursday,34,2.12,105.83,Weekday
BLK109542,2023-02-18,Chicken Keema (500g),Meat & Seafood,Chicken,223.1,4,0.0,624.68,4.0,Delhi,Delhi,Credit Card,28,New,2023,2,Feb,Q1,Saturday,7,0.0,892.4,Weekend
BLK109543,2024-01-20,Farex Baby Cereal (300g),Baby Care,Baby Food,153.58,1,0.02,112.88,5.0,Mumbai,Maharashtra,Upi,16,New,2024,1,Jan,Q1,Saturday,3,3.07,153.58,Weekend
BLK109544,2024-04-05,Maida (1kg),Staples,Atta & Flour,257.43,3,0.14,564.54,5.0,Chennai,Tamil Nadu,Upi,24,Premium,2024,4,Apr,Q2,Friday,14,108.12,772.29,Weekday
BLK109545,2023-08-20,Chicken Wings (500g),Meat & Seafood,Chicken,152.04,1,0.14,120.29,5.0,Chennai,Tamil Nadu,Debit Card,18,Premium,2023,8,Aug,Q3,Sunday,33,21.29,152.04,Weekend
BLK109546,2024-08-19,Figaro Olive Oil (500ml),Staples,Oils & Ghee,356.14,1,0.02,321.1,3.0,Ahmedabad,Gujarat,Upi,31,Regular,2024,8,Aug,Q3,Monday,34,7.12,356.14,Weekday
BLK109547,2024-11-07,Spinach (250g),Fruits & Vegetables,Fresh Vegetables,24.1,2,0.04,55.53,4.0,Kolkata,West Bengal,Upi,24,New,2024,11,Nov,Q4,Thursday,45,1.93,48.2,Weekday
BLK109548,2023-12-12,Minute Maid Guava (400ml),Beverages,Juices,42.28,2,0.21,76.82,4.0,Bengaluru,Karnataka,Blinkit Wallet,24,Premium,2023,12,Dec,Q4,Tuesday,50,17.76,84.56,Weekday
BLK109549,2024-03-04,Omega-3 Eggs (6pcs),Meat & Seafood,Eggs,100.25,1,0.08,73.78,5.0,Bengaluru,Karnataka,Upi,23,Premium,2024,3,Mar,Q1,Monday,10,8.02,100.25,Weekday
BLK109550,2024-07-15,Saffola Gold (1L),Staples,Oils & Ghee,423.36,4,0.08,1371.01,3.0,Noida,Uttar Pradesh,Upi,40,New,2024,7,Jul,Q3,Monday,29,135.48,1693.44,Weekday
BLK109551,2024-11-22,Sooji Rawa (500g),Staples,Atta & Flour,298.34,2,0.02,701.7,4.0,Noida,Uttar Pradesh,Credit Card,16,Regular,2024,11,Nov,Q4,Friday,47,11.93,596.68,Weekday
BLK109552,2023-12-25,Harpic Toilet Cleaner (500ml),Household,Cleaning Supplies,114.12,2,0.0,228.35,4.0,Chandigarh,Punjab,Upi,33,Regular,2023,12,Dec,Q4,Monday,52,0.0,228.24,Weekday
BLK109553,2023-10-30,Sebamed Baby Lotion (200ml),Baby Care,Baby Hygiene,273.89,1,0.11,268.14,1.0,Gurugram,Haryana,Credit Card,24,Regular,2023,10,Oct,Q4,Monday,44,30.13,273.89,Weekday
BLK109554,2023-04-17,Bisleri Water (1L),Beverages,Water & Soda,57.87,6,0.07,274.48,4.0,Chennai,Tamil Nadu,Upi,23,Premium,2023,4,Apr,Q2,Monday,16,24.31,347.22,Weekday
BLK109555,2023-01-05,Schweppes Tonic (300ml),Beverages,Water & Soda,44.27,2,0.13,57.77,4.0,Kolkata,West Bengal,Upi,15,Regular,2023,1,Jan,Q1,Thursday,1,11.51,88.54,Weekday
BLK109556,2023-07-26,Harvest Gold White Bread,Dairy & Breakfast,Bread & Eggs,43.18,2,0.14,65.36,4.0,Pune,Maharashtra,Debit Card,32,Regular,2023,7,Jul,Q3,Wednesday,30,12.09,86.36,Weekday
BLK109557,2024-01-28,Amul Butter (100g),Dairy & Breakfast,Butter & Cheese,111.48,1,0.11,74.41,4.0,Ahmedabad,Gujarat,Upi,45,Regular,2024,1,Jan,Q1,Sunday,4,12.26,111.48,Weekend
BLK109558,2023-01-15,Bisleri Water (1L),Beverages,Water & Soda,39.75,1,0.12,26.24,3.0,Hyderabad,Telangana,Credit Card,13,Regular,2023,1,Jan,Q1,Sunday,2,4.77,39.75,Weekend
BLK109559,2024-10-07,Broccoli (500g),Fruits & Vegetables,Exotic Produce,309.69,2,0.03,660.88,5.0,Ahmedabad,Gujarat,Upi,30,New,2024,10,Oct,Q4,Monday,41,18.58,619.38,Weekday
BLK109560,2024-10-19,Parle-G (250g),Snacks & Munchies,Cookies & Biscuits,50.32,1,0.08,50.92,2.0,Chandigarh,Punjab,Cash On Delivery,31,New,2024,10,Oct,Q4,Saturday,42,4.03,50.32,Weekend
BLK109561,2023-03-26,Nescafe Classic (50g),Beverages,Tea & Coffee,92.83,1,0.02,72.78,5.0,Chandigarh,Punjab,Debit Card,32,New,2023,3,Mar,Q1,Sunday,12,1.86,92.83,Weekend
BLK109562,2023-10-07,Ariel Matic (1kg),Household,Laundry,217.56,3,0.06,674.87,4.0,Chandigarh,Punjab,Debit Card,33,Regular,2023,10,Oct,Q4,Saturday,40,39.16,652.68,Weekend
BLK109563,2023-10-26,Godrej Yummiez Nuggets (250g),Frozen Foods,Frozen Snacks,92.66,4,0.15,346.55,4.0,Lucknow,Uttar Pradesh,Credit Card,18,Regular,2023,10,Oct,Q4,Thursday,43,55.6,370.64,Weekday
BLK109564,2023-08-09,Chicken Keema (500g),Meat & Seafood,Chicken,302.93,6,0.07,1555.12,4.0,Bengaluru,Karnataka,Upi,25,Premium,2023,8,Aug,Q3,Wednesday,32,127.23,1817.58,Weekday
BLK109565,2023-09-04,Capsicum (500g),Fruits & Vegetables,Fresh Vegetables,76.63,1,0.13,63.33,4.0,Chandigarh,Punjab,Credit Card,37,Regular,2023,9,Sep,Q3,Monday,36,9.96,76.63,Weekday
BLK109566,2023-03-28,Amul Milk (1L),Dairy & Breakfast,Milk & Curd,101.35,1,0.16,68.11,4.0,Hyderabad,Telangana,Credit Card,24,Premium,2023,3,Mar,Q1,Tuesday,13,16.22,101.35,Weekday
BLK109567,2023-09-18,Himalaya Baby Soap,Baby Care,Baby Hygiene,169.71,1,0.01,159.61,4.0,Pune,Maharashtra,Debit Card,38,Regular,2023,9,Sep,Q3,Monday,38,1.7,169.71,Weekday
BLK109568,2023-07-14,Johnson's Baby Powder (200g),Baby Care,Baby Hygiene,86.53,1,0.02,74.62,2.0,Chennai,Tamil Nadu,Debit Card,27,New,2023,7,Jul,Q3,Friday,28,1.73,86.53,Weekday
BLK109569,2023-02-08,Potatoes (1kg),Fruits & Vegetables,Fresh Vegetables,78.15,4,0.02,214.44,5.0,Lucknow,Uttar Pradesh,Cash On Delivery,22,Regular,2023,2,Feb,Q1,Wednesday,6,6.25,312.6,Weekday
BLK109570,2023-01-05,Maida (1kg),Staples,Atta & Flour,146.82,5,0.07,512.03,5.0,Mumbai,Maharashtra,Blinkit Wallet,21,Premium,2023,1,Jan,Q1,Thursday,1,51.39,734.1,Weekday
BLK109571,2024-01-03,Patanjali Cow Ghee (500ml),Staples,Oils & Ghee,658.41,3,0.04,1422.17,4.0,Kolkata,West Bengal,Debit Card,25,New,2024,1,Jan,Q1,Wednesday,1,79.01,1975.23,Weekday
BLK109572,2024-10-10,Colgate Total (150g),Personal Care,Oral Care,39.29,1,0.09,39.33,3.0,Delhi,Delhi,Upi,12,Regular,2024,10,Oct,Q4,Thursday,41,3.54,39.29,Weekday
